,log_returns_1,delta_volume_1,log_returns_2,delta_volume_2,log_returns_3,delta_volume_3,log_returns_4,delta_volume_4,log_returns_5,delta_volume_5,neg,neu,pos,compound,pos-neg,return
2019-01-29,-0.009297481388462023,-0.21897392315605846,0.03259977427490502,0.3181416190083133,-0.007957575922009496,0.09990661720837335,0.0040360428520348,-0.23897479765743235,-0.022701989838234616,-0.09946371959349354,0.026,0.809,0.165,1.0,0.139,0.10005574678063878
2019-04-30,0.0015161690948884913,0.1906579942195601,-0.004785273123505539,0.005710988394667549,-0.009116463990437454,0.057158820108776265,-0.0015435823156092112,-0.2479269390730181,0.014320271873132756,0.19977365672985425,0.021,0.795,0.185,1.0,0.164,-0.0709360853680516
2019-07-30,0.009294992825719613,0.23012219832112102,0.0034721051434117526,0.2666719388048542,-0.007938834510877204,-0.07217375063368825,-0.0008144030231172282,-0.1832505230125523,0.007787575042023488,-0.17608033073135254,0.018,0.822,0.16,1.0,0.14200000000000002,-0.036106420443740475
2019-10-30,-0.023399735051375152,0.47908727923390426,0.009967161756848798,0.3143233547277251,0.01224117233341184,0.06065662747996403,0.0016434724797337677,-0.08642626548224419,0.013329777630661845,-0.0785577493268006,0.017,0.83,0.152,1.0,0.135,0.08010528039504461
2020-01-28,-0.029846366667280466,0.10510885943266435,-0.00288610685549744,0.40264951374530966,0.0048042758596464185,0.025921023171407098,0.003563150912157366,-0.08129321419807445,-0.006799887677911375,-0.19571836153026778,0.022,0.823,0.155,1.0,0.133,0.014552451262197095
2020-04-30,0.03231735264764092,0.22566889990428973,-0.016342037102254178,-0.04341023302211333,0.0007063366295433685,-0.07192068559905895,0.028460712305423595,0.010790421618018353,-0.0038831333300656,0.06804583852462387,0.024,0.829,0.148,1.0,0.124,0.04997531135187325
2020-07-30,0.018987180258804522,-0.12831192292252103,-0.01656404051563662,-0.14510205091821082,0.023423604797117175,-0.34633960098965266,-0.00248016288645259,-0.058707318212182114,-0.04658492556494165,1.2134927911408333,0.023,0.805,0.172,1.0,0.149,0.1769804792821135
2020-10-29,-0.047418884094471786,0.559848195862882,0.01338242778404604,-0.17500024586345908,8.699182087115315e-05,0.3545740354548603,-0.006152872086688974,-0.19036945523002702,-0.009629532189817038,0.13388032819691809,0.032,0.816,0.152,1.0,0.12,0.037948016825691884
2021-01-27,0.0016779204993083406,-0.37574050657406777,0.027307566988277066,0.3770096645622816,0.015945860437341364,-0.04736959939542695,0.03600241683866158,0.1517587795186901,0.03232790977866425,0.14943370946469314,0.02,0.814,0.166,1.0,0.14600000000000002,-0.04115688234955992
2021-04-28,-0.0024524557294191827,-0.013291961300409105,0.0029733536671569536,-0.1494123255887868,0.01787767998325214,-0.06987400448168013,-0.011754300256351602,0.22832334259540343,0.0029258506450199565,-0.27385898243160434,0.018,0.835,0.147,1.0,0.129,-0.05581782382231298
2021-07-27,0.0028904180046855138,0.013810159641918451,0.011917691946489872,-0.07616934451538826,0.009582645696074248,0.03126537633261539,-0.005145045180134625,-0.22165542293720808,0.025642314171555665,-0.20656880329000138,0.023,0.782,0.195,1.0,0.17200000000000001,-0.003141865653942279
2021-10-28,-0.0031526765297831137,-0.07880164352787,0.004564450138730775,0.20056545072416343,-0.0003363075390160989,-0.138626505942252,-0.005298970495815676,-0.04131485973852589,0.0014728517549654101,0.051390990571528405,0.029,0.841,0.131,1.0,0.10200000000000001,-0.029062773577106456
2022-01-27,-0.0005635039005475715,-0.06496721889076185,-0.011449969931728915,-0.2864925881699083,-0.004876270210480887,0.32109119414174647,-0.01284727459180328,0.3437784741934249,-0.010400954460246668,-0.035801297263091336,0.021,0.841,0.138,1.0,0.117,0.10855805612604157
2022-04-28,-0.0014678624871205623,-0.0790603117235148,-0.03804265448982416,-0.004406203668226971,0.006714523536888437,0.13152314260671227,-0.028215452824550093,-0.02688821682995557,-0.004855256456128109,0.28408739610598,0.03,0.806,0.164,1.0,0.134,-0.10342666052642763
2022-07-28,0.03366170023579244,0.425871484093749,-0.008865487185944427,0.028248598106441314,-0.007425747038550426,-0.1957468571617118,-0.00814381339740435,0.024410554553471853,0.014981339888294346,0.0040602621892711355,0.043,0.817,0.14,1.0,0.09700000000000002,0.07705800814198925
2022-10-27,-0.019822332022811234,0.18013629983287016,0.019153067028431017,-0.016446022013137385,0.014694104540564377,-0.12208978539225357,0.026699491765886707,0.3413812343076781,-0.0032724106104190017,0.0447502602889005,0.032,0.826,0.142,1.0,0.10999999999999999,-0.0670323044015014
2023-02-02,0.00786969324950925,0.17896302818237708,0.008980474027216313,0.029043056894211272,-0.020282346259025683,-0.09269967883575836,0.013591455864309038,0.3040508196085028,0.014694849407235375,-0.17772529494994627,0.029,0.827,0.143,1.0,0.11399999999999999,0.031475603785239385
